topology_id,node_id,x_m,y_m,depth_m,initial_energy_j,layer
uniform_s100_n20_seed4005,15,90.528561,68.288006,22.324042,0.5,2
uniform_s100_n20_seed4005,16,43.371864,22.287574,8.588521,0.5,1
uniform_s100_n20_seed4005,17,88.900027,72.011077,88.901466,0.5,4
uniform_s100_n20_seed4005,18,23.418989,93.689567,25.187288,0.5,2
uniform_s100_n20_seed4005,19,61.453935,58.822642,66.178607,0.5,3
uniform_s100_n20_seed4006,0,45.431485,67.942699,42.30512,0.5,2
uniform_s100_n20_seed4006,1,25.647012,94.1181,31.15744,0.5,2
uniform_s100_n20_seed4006,2,29.902996,3.993744,77.548312,0.5,3
uniform_s100_n20_seed4006,3,30.263765,29.658921,89.047384,0.5,4
uniform_s100_n20_seed4006,4,34.047562,56.336122,56.558443,0.5,3
uniform_s100_n20_seed4006,5,72.337911,90.893578,98.730203,0.5,4
uniform_s100_n20_seed4006,6,7.289869,73.24335,1.422258,0.5,1
uniform_s100_n20_seed4006,7,96.071795,71.60034,2.946138,0.5,1
uniform_s100_n20_seed4006,8,5.615915,24.207988,63.001799,0.5,3
uniform_s100_n20_seed4006,9,25.029271,32.058,40.358138,0.5,2
uniform_s100_n20_seed4006,10,4.112588,1.794078,52.093459,0.5,3
uniform_s100_n20_seed4006,11,93.726445,7.51148,44.510086,0.5,2
uniform_s100_n20_seed4006,12,91.583977,96.780814,95.060596,0.5,4
uniform_s100_n20_seed4006,13,63.013335,78.839033,61.349286,0.5,3
uniform_s100_n20_seed4006,14,70.580597,30.064582,66.126067,0.5,3
uniform_s100_n20_seed4006,15,70.11443,10.935501,9.670215,0.5,1
uniform_s100_n20_seed4006,16,44.906585,55.731728,57.752983,0.5,3
uniform_s100_n20_seed4006,17,31.98016,77.740784,58.025231,0.5,3
uniform_s100_n20_seed4006,18,94.928233,81.780067,93.797892,0.5,4
uniform_s100_n20_seed4006,19,55.719766,0.207095,28.377497,0.5,2
uniform_s100_n20_seed4007,0,43.805631,81.967679,91.782047,0.5,4
uniform_s100_n20_seed4007,1,11.601844,19.017438,25.823954,0.5,2
uniform_s100_n20_seed4007,2,54.253032,41.48319,78.42594,0.5,3
uniform_s100_n20_seed4007,3,5.026435,16.069118,2.188996,0.5,1
uniform_s100_n20_seed4007,4,80.401558,51.843013,74.324051,0.5,3
uniform_s100_n20_seed4007,5,20.199729,51.390716,87.787687,0.5,4
uniform_s100_n20_seed4007,6,72.403536,20.213171,64.846911,0.5,3
uniform_s100_n20_seed4007,7,13.114034,92.917128,80.337632,0.5,4
uniform_s100_n20_seed4007,8,35.876724,42.952464,57.038013,0.5,3
uniform_s100_n20_seed4007,9,14.801605,1.039502,57.23055,0.5,3
uniform_s100_n20_seed4007,10,43.855227,25.472717,87.87479,0.5,4
uniform_s100_n20_seed4007,11,77.059614,8.435431,37.971064,0.5,2
uniform_s100_n20_seed4007,12,11.867454,30.259215,58.816337,0.5,3
uniform_s100_n20_seed4007,13,18.217972,19.40358,10.241699,0.5,1
uniform_s100_n20_seed4007,14,44.532022,7.574801,87.888717,0.5,4
uniform_s100_n20_seed4007,15,60.288889,47.471071,4.414309,0.5,1
uniform_s100_n20_seed4007,16,51.046955,48.025852,46.406224,0.5,2
uniform_s100_n20_seed4007,17,74.288104,27.504557,96.072611,0.5,4
uniform_s100_n20_seed4007,18,83.254151,46.739673,98.24764,0.5,4
uniform_s100_n20_seed4007,19,81.594,80.280817,91.288616,0.5,4
uniform_s100_n20_seed4008,0,32.638959,62.459488,64.809623,0.5,3
uniform_s100_n20_seed4008,1,62.549834,73.880211,9.978413,0.5,1
uniform_s100_n20_seed4008,2,89.733567,89.986669,68.845471,0.5,3
uniform_s100_n20_seed4008,3,78.569531,53.059701,42.486194,0.5,2
uniform_s100_n20_seed4008,4,75.848325,27.717766,96.490936,0.5,4
uniform_s100_n20_seed4008,5,28.118699,26.10932,82.239198,0.5,4
uniform_s100_n20_seed4008,6,78.178438,10.767647,68.232285,0.5,3
uniform_s100_n20_seed4008,7,48.277748,25.895751,28.188098,0.5,2
uniform_s100_n20_seed4008,8,82.726415,36.546272,27.502133,0.5,2
uniform_s100_n20_seed4008,9,8.145695,93.588886,9.470415,0.5,1
uniform_s100_n20_seed4008,10,18.241573,34.727914,66.268454,0.5,3
uniform_s100_n20_seed4008,11,57.389187,46.709174,79.123999,0.5,3
uniform_s100_n20_seed4008,12,16.789107,92.125245,63.165172,0.5,3
uniform_s100_n20_seed4008,13,58.193993,69.351414,29.265153,0.5,2
uniform_s100_n20_seed4008,14,0.34737,30.890006,53.460736,0.5,3
uniform_s100_n20_seed4008,15,48.873422,0.83371,5.717904,0.5,1
uniform_s100_n20_seed4008,16,15.006508,43.749262,80.840525,0.5,4
uniform_s100_n20_seed4008,17,70.52974,54.359802,98.283302,0.5,4
uniform_s100_n20_seed4008,18,31.269472,64.205561,51.173917,0.5,3
uniform_s100_n20_seed4008,19,31.886814,18.531308,87.969666,0.5,4
uniform_s100_n20_seed4009,0,34.849862,39.245771,4.543475,0.5,1
uniform_s100_n20_seed4009,1,45.807958,70.133028,67.225895,0.5,3
uniform_s100_n20_seed4009,2,23.283838,80.802273,2.579263,0.5,1
uniform_s100_n20_seed4009,3,13.077518,44.925945,3.541955,0.5,1
uniform_s100_n20_seed4009,4,81.760944,9.541418,11.261403,0.5,1
uniform_s100_n20_seed4009,5,44.023739,52.709168,21.364791,0.5,2
uniform_s100_n20_seed4009,6,27.422149,42.129558,88.175464,0.5,4
uniform_s100_n20_seed4009,7,62.274313,0.946741,26.687205,0.5,2
uniform_s100_n20_seed4009,8,56.943813,63.822114,38.064939,0.5,2
uniform_s100_n20_seed4009,9,43.814741,51.388562,7.21291,0.5,1
uniform_s100_n20_seed4009,10,97.808794,8.037778,98.969012,0.5,4
uniform_s100_n20_seed4009,11,91.454563,22.719253,52.610779,0.5,3
uniform_s100_n20_seed4009,12,9.3129,92.095463,14.022203,0.5,1
uniform_s100_n20_seed4009,13,43.327105,14.760383,4.661528,0.5,1
uniform_s100_n20_seed4009,14,69.133879,40.243635,54.284856,0.5,3
uniform_s100_n20_seed4009,15,70.794017,41.936889,89.579995,0.5,4
uniform_s100_n20_seed4009,16,57.762274,59.54928,38.578402,0.5,2
uniform_s100_n20_seed4009,17,15.654505,86.051158,73.353613,0.5,3
uniform_s100_n20_seed4009,18,88.002071,85.985155,64.097121,0.5,3
uniform_s100_n20_seed4009,19,95.295866,93.067081,2.655834,0.5,1
uniform_s100_n20_seed4010,0,18.9274,25.601229,74.710317,0.5,3
uniform_s100_n20_seed4010,1,81.504333,10.440051,74.601199,0.5,3
uniform_s100_n20_seed4010,2,29.683168,96.740523,56.777115,0.5,3
uniform_s100_n20_seed4010,3,92.494896,35.203685,52.328318,0.5,3
uniform_s100_n20_seed4010,4,30.297494,32.900143,59.108371,0.5,3
uniform_s100_n20_seed4010,5,77.679426,94.450874,7.84774,0.5,1
uniform_s100_n20_seed4010,6,32.100268,9.996064,44.235539,0.5,2
uniform_s100_n20_seed4010,7,74.710716,87.500415,53.06912,0.5,3
uniform_s100_n20_seed4010,8,85.204516,71.778956,87.325359,0.5,4
uniform_s100_n20_seed4010,9,0.919175,55.421286,8.774114,0.5,1
uniform_s100_n20_seed4010,10,54.056048,24.485935,8.151916,0.5,1
uniform_s100_n20_seed4010,11,57.744388,22.153196,62.918629,0.5,3
uniform_s100_n20_seed4010,12,21.870137,77.171175,94.56482,0.5,4
uniform_s100_n20_seed4010,13,35.745801,67.480416,40.11887,0.5,2
uniform_s100_n20_seed4010,14,37.206854,53.565811,85.448174,0.5,4
uniform_s100_n20_seed4010,15,54.724674,70.408612,28.498635,0.5,2
uniform_s100_n20_seed4010,16,62.786148,23.227919,72.626348,0.5,3
uniform_s100_n20_seed4010,17,57.281357,3.852036,48.861755,0.5,2
uniform_s100_n20_seed4010,18,11.433393,78.493338,77.184983,0.5,3
uniform_s100_n20_seed4010,19,73.105585,95.372735,63.49508,0.5,3
uniform_s100_n20_seed4011,0,1.839983,85.515402,49.486112,0.5,2
uniform_s100_n20_seed4011,1,66.415408,71.833796,24.074695,0.5,2
uniform_s100_n20_seed4011,2,27.863472,91.50894,60.673003,0.5,3
uniform_s100_n20_seed4011,3,40.385202,81.035062,97.235922,0.5,4
uniform_s100_n20_seed4011,4,25.520269,48.522011,67.940736,0.5,3
uniform_s100_n20_seed4011,5,91.579661,44.625758,98.376745,0.5,4
uniform_s100_n20_seed4011,6,92.46014,3.637888,95.17537,0.5,4
uniform_s100_n20_seed4011,7,9.403496,71.678665,95.906417,0.5,4
uniform_s100_n20_seed4011,8,76.402211,22.233166,3.865845,0.5,1
uniform_s100_n20_seed4011,9,3.814893,92.843593,79.326877,0.5,3
uniform_s100_n20_seed4011,10,71.842864,96.247519,37.468893,0.5,2
uniform_s100_n20_seed4011,11,0.954346,34.747874,84.148076,0.5,4
uniform_s100_n20_seed4011,12,84.98125,9.612588,42.470134,0.5,2
uniform_s100_n20_seed4011,13,76.799907,99.418964,40.610278,0.5,2
uniform_s100_n20_seed4011,14,77.111815,91.918902,93.467067,0.5,4
uniform_s100_n20_seed4011,15,47.831076,12.500567,15.874631,0.5,1
uniform_s100_n20_seed4011,16,74.880707,25.513691,90.796547,0.5,4
uniform_s100_n20_seed4011,17,81.513498,1.294031,21.834441,0.5,2
uniform_s100_n20_seed4011,18,71.697693,24.874796,56.344427,0.5,3
uniform_s100_n20_seed4011,19,24.149807,77.418346,11.981756,0.5,1
uniform_s100_n20_seed4012,0,83.797608,36.529732,85.71911,0.5,4
uniform_s100_n20_seed4012,1,10.506608,75.181229,78.377037,0.5,3
uniform_s100_n20_seed4012,2,69.447755,79.640902,9.123929,0.5,1
uniform_s100_n20_seed4012,3,49.579397,40.502034,27.555707,0.5,2
uniform_s100_n20_seed4012,4,85.425888,47.683039,81.04331,0.5,4
uniform_s100_n20_seed4012,5,67.877468,85.505869,20.066196,0.5,2
uniform_s100_n20_seed4012,6,80.287824,61.15388,10.234926,0.5,1
uniform_s100_n20_seed4012,7,79.247116,39.64694,16.716908,0.5,1
uniform_s100_n20_seed4012,8,96.967988,66.653283,37.586633,0.5,2
uniform_s100_n20_seed4012,9,67.789571,13.531032,2.983622,0.5,1
uniform_s100_n20_seed4012,10,13.050815,23.292522,70.07767,0.5,3
uniform_s100_n20_seed4012,11,16.643458,5.712644,43.831896,0.5,2
uniform_s100_n20_seed4012,12,33.379251,11.789366,99.194806,0.5,4
uniform_s100_n20_seed4012,13,47.168527,63.758022,7.334252,0.5,1
uniform_s100_n20_seed4012,14,2.167771,65.811453,83.029347,0.5,4
uniform_s100_n20_seed4012,15,85.434993,41.077386,60.773956,0.5,3
uniform_s100_n20_seed4012,16,65.90184,63.3778,47.135755,0.5,2
uniform_s100_n20_seed4012,17,26.731749,67.297267,91.370827,0.5,4
uniform_s100_n20_seed4012,18,18.372209,46.616199,82.142973,0.5,4
uniform_s100_n20_seed4012,19,76.131572,86.810749,56.118719,0.5,3
uniform_s100_n20_seed4013,0,41.883262,27.22443,42.365636,0.5,2
uniform_s100_n20_seed4013,1,59.111452,95.864552,5.834956,0.5,1
uniform_s100_n20_seed4013,2,75.87229,29.143964,76.608269,0.5,3
uniform_s100_n20_seed4013,3,57.248694,36.770108,55.53972,0.5,3
uniform_s100_n20_seed4013,4,25.553449,36.141158,89.249216,0.5,4
uniform_s100_n20_seed4013,5,76.61628,26.264286,99.809623,0.5,4
uniform_s100_n20_seed4013,6,33.450904,79.830591,38.714552,0.5,2
uniform_s100_n20_seed4013,7,10.726382,0.962902,48.114456,0.5,2
uniform_s100_n20_seed4013,8,48.895429,27.836438,94.556887,0.5,4
uniform_s100_n20_seed4013,9,94.496205,25.512991,66.476119,0.5,3
uniform_s100_n20_seed4013,10,82.963885,43.143758,61.12323,0.5,3
uniform_s100_n20_seed4013,11,85.060099,25.907533,48.426747,0.5,2
uniform_s100_n20_seed4013,12,20.405438,95.874722,8.470245,0.5,1
uniform_s100_n20_seed4013,13,52.173613,5.326689,19.064984,0.5,1
uniform_s100_n20_seed4013,14,88.502624,78.116233,34.805572,0.5,2
uniform_s100_n20_seed4013,15,87.251665,25.745749,99.831875,0.5,4
uniform_s100_n20_seed4013,16,99.831341,20.181441,68.162889,0.5,3
uniform_s100_n20_seed4013,17,61.787943,72.207122,50.193029,0.5,3
uniform_s100_n20_seed4013,18,27.620267,43.320951,46.520374,0.5,2
uniform_s100_n20_seed4013,19,96.606776,32.217176,52.512156,0.5,3
uniform_s100_n20_seed4014,0,34.902886,81.56188,99.742484,0.5,4
uniform_s100_n20_seed4014,1,57.820279,60.0114,27.070866,0.5,2
uniform_s100_n20_seed4014,2,44.646285,52.31985,97.21747,0.5,4
uniform_s100_n20_seed4014,3,64.730984,86.591104,7.075728,0.5,1
uniform_s100_n20_seed4014,4,45.229416,45.926089,24.097517,0.5,2
uniform_s100_n20_seed4014,5,10.697803,68.381051,47.15189,0.5,2
uniform_s100_n20_seed4014,6,88.675173,53.258874,5.695193,0.5,1
uniform_s100_n20_seed4014,7,34.442776,35.466061,58.817092,0.5,3
uniform_s100_n20_seed4014,8,64.144311,75.950417,77.785793,0.5,3
uniform_s100_n20_seed4014,9,53.688973,79.678114,15.045651,0.5,1
uniform_s100_n20_seed4014,10,46.209662,67.481572,69.503724,0.5,3
uniform_s100_n20_seed4014,11,72.477467,95.967675,51.247071,0.5,3
uniform_s100_n20_seed4014,12,50.821219,31.076455,69.187974,0.5,3
uniform_s100_n20_seed4014,13,15.313038,97.793458,40.705425,0.5,2
uniform_s100_n20_seed4014,14,14.675226,47.055288,7.86661,0.5,1
uniform_s100_n20_seed4014,15,29.405639,79.305192,29.379028,0.5,2
uniform_s100_n20_seed4014,16,98.713877,53.763417,61.576756,0.5,3
uniform_s100_n20_seed4014,17,58.445928,7.105291,7.592888,0.5,1
uniform_s100_n20_seed4014,18,5.096577,16.559169,28.997668,0.5,2
uniform_s100_n20_seed4014,19,49.353897,85.292846,6.561588,0.5,1
uniform_s100_n50_seed4000,0,45.461138,90.79045,22.341803,0.5,2
uniform_s100_n50_seed4000,1,75.301023,21.061655,28.646412,0.5,2
uniform_s100_n50_seed4000,2,91.10329,6.668155,80.997244,0.5,4
uniform_s100_n50_seed4000,3,44.144683,1.151965,43.382742,0.5,2
uniform_s100_n50_seed4000,4,31.255883,80.263996,22.221152,0.5,2
uniform_s100_n50_seed4000,5,46.048076,5.819513,49.784596,0.5,2
uniform_s100_n50_seed4000,6,46.341809,94.756117,88.801601,0.5,4
uniform_s100_n50_seed4000,7,33.144693,52.629353,91.218153,0.5,4
uniform_s100_n50_seed4000,8,76.991742,84.385534,95.556605,0.5,4
uniform_s100_n50_seed4000,9,44.375354,79.734196,11.813618,0.5,1
uniform_s100_n50_seed4000,10,80.17991,88.149331,63.28389,0.5,3
uniform_s100_n50_seed4000,11,11.407255,44.154406,59.99176,0.5,3
uniform_s100_n50_seed4000,12,43.327192,17.617901,97.017048,0.5,4
uniform_s100_n50_seed4000,13,99.389211,24.304429,63.569,0.5,3
uniform_s100_n50_seed4000,14,99.131382,56.461089,35.934087,0.5,2
uniform_s100_n50_seed4000,15,96.484629,96.325469,93.638915,0.5,4
uniform_s100_n50_seed4000,16,16.640544,13.833525,69.630924,0.5,3
uniform_s100_n50_seed4000,17,42.445658,45.953914,80.946509,0.5,4
uniform_s100_n50_seed4000,18,53.128619,16.471484,24.489536,0.5,2
uniform_s100_n50_seed4000,19,2.12874,17.649543,31.923863,0.5,2
uniform_s100_n50_seed4000,20,87.221867,2.216354,70.1031,0.5,3
uniform_s100_n50_seed4000,21,53.494704,83.722992,82.536116,0.5,4
uniform_s100_n50_seed4000,22,99.031815,18.571005,72.664268,0.5,3
uniform_s100_n50_seed4000,23,96.533809,84.24266,94.024168,0.5,4
uniform_s100_n50_seed4000,24,8.242297,31.100402,45.875129,0.5,2
uniform_s100_n50_seed4000,25,18.589276,6.239756,46.407548,0.5,2
uniform_s100_n50_seed4000,26,63.643637,20.553729,52.111656,0.5,3
uniform_s100_n50_seed4000,27,99.005973,81.570877,34.215779,0.5,2
uniform_s100_n50_seed4000,28,93.846959,86.272478,86.565553,0.5,4
uniform_s100_n50_seed4000,29,66.253413,5.414059,66.307943,0.5,3
uniform_s100_n50_seed4000,30,38.286848,63.041896,39.635879,0.5,2
uniform_s100_n50_seed4000,31,6.720597,72.28682,97.128953,0.5,4
uniform_s100_n50_seed4000,32,91.779388,47.310563,46.754522,0.5,2
uniform_s100_n50_seed4000,33,81.22655,0.683336,64.399051,0.5,3
uniform_s100_n50_seed4000,34,69.157415,94.668462,72.201069,0.5,3
uniform_s100_n50_seed4000,35,77.64434,88.003941,4.977552,0.5,1
uniform_s100_n50_seed4000,36,74.485003,4.154967,58.58814,0.5,3
uniform_s100_n50_seed4000,37,58.467499,29.235734,6.020194,0.5,1
uniform_s100_n50_seed4000,38,96.468965,15.439667,50.313444,0.5,3
uniform_s100_n50_seed4000,39,18.011599,8.694149,70.165367,0.5,3
uniform_s100_n50_seed4000,40,73.365575,6.757953,37.140935,0.5,2
uniform_s100_n50_seed4000,41,46.760439,99.516217,53.889508,0.5,3
uniform_s100_n50_seed4000,42,0.360234,90.666012,74.753107,0.5,3
uniform_s100_n50_seed4000,43,38.11974,23.95923,37.954624,0.5,2
uniform_s100_n50_seed4000,44,55.421156,33.992309,49.200254,0.5,2
uniform_s100_n50_seed4000,45,39.414379,35.243126,47.482155,0.5,2
uniform_s100_n50_seed4000,46,65.74572,7.057564,16.882735,0.5,1
uniform_s100_n50_seed4000,47,50.796036,80.631883,17.92119,0.5,1
uniform_s100_n50_seed4000,48,44.325625,31.477721,4.118186,0.5,1
uniform_s100_n50_seed4000,49,76.621468,37.870355,66.137189,0.5,3
uniform_s100_n50_seed4001,0,6.644675,56.024347,32.527434,0.5,2
uniform_s100_n50_seed4001,1,5.594952,0.220986,58.692504,0.5,3
uniform_s100_n50_seed4001,2,14.922983,9.96184,76.893624,0.5,3
uniform_s100_n50_seed4001,3,45.765141,94.740898,14.867493,0.5,1
uniform_s100_n50_seed4001,4,61.265286,12.999316,84.049907,0.5,4
uniform_s100_n50_seed4001,5,72.237199,34.101059,6.79617,0.5,1
uniform_s100_n50_seed4001,6,69.570067,87.426856,66.271733,0.5,3
uniform_s100_n50_seed4001,7,43.019107,57.219055,87.018095,0.5,4
uniform_s100_n50_seed4001,8,33.452244,83.034814,88.762194,0.5,4
uniform_s100_n50_seed4001,9,22.329776,41.937203,62.488968,0.5,3
uniform_s100_n50_seed4001,10,12.013445,70.305773,14.172872,0.5,1
uniform_s100_n50_seed4001,11,33.459399,82.953139,31.913954,0.5,2
uniform_s100_n50_seed4001,12,85.609701,71.247086,42.169125,0.5,2
uniform_s100_n50_seed4001,13,38.969215,37.298482,66.652953,0.5,3
uniform_s100_n50_seed4001,14,99.645896,24.243956,29.635053,0.5,2
uniform_s100_n50_seed4001,15,46.10528,77.960769,61.080227,0.5,3
