input_id,topology_id,distribution,parameter_set,space_m,node_count,seed,transmission_range_m,packet_size_bits,initial_energy_j,max_rounds,min_alive_ratio,alpha_weight,beta_weight,gamma_weight,cluster_head_ratio,eulc_candidate_ratio,pso_particles,pso_iterations,pso_inertia,pso_c1,pso_c2,pso_omega,contention_penalty_factor,contention_reference_degree,contention_max_multiplier
uniform_s100_n20_seed4006_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,energy_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,distance_focused,100,20,4006,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4006,uniform,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4006_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4006,uniform,balanced_low_omega,100,20,4006,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4007,uniform,baseline,100,20,4007,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4007,uniform,baseline,100,20,4007,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4007,uniform,energy_focused,100,20,4007,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4007,uniform,energy_focused,100,20,4007,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4007,uniform,distance_focused,100,20,4007,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4007,uniform,distance_focused,100,20,4007,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4007,uniform,balanced_low_omega,100,20,4007,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4007_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4007,uniform,balanced_low_omega,100,20,4007,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4008,uniform,baseline,100,20,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4008,uniform,baseline,100,20,4008,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4008,uniform,energy_focused,100,20,4008,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4008,uniform,energy_focused,100,20,4008,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4008,uniform,distance_focused,100,20,4008,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4008,uniform,distance_focused,100,20,4008,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4008,uniform,balanced_low_omega,100,20,4008,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4008_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4008,uniform,balanced_low_omega,100,20,4008,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4009,uniform,baseline,100,20,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4009,uniform,baseline,100,20,4009,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4009,uniform,energy_focused,100,20,4009,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4009,uniform,energy_focused,100,20,4009,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4009,uniform,distance_focused,100,20,4009,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4009,uniform,distance_focused,100,20,4009,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4009,uniform,balanced_low_omega,100,20,4009,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4009_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4009,uniform,balanced_low_omega,100,20,4009,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_baseline_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4010,uniform,baseline,100,20,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,20,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_baseline_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4010,uniform,baseline,100,20,4010,200.0,6400,0.5,5000,0.95,0.6,0.25,0.15,0.2,0.4,30,50,0.7,1.5,1.5,0.65,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_energy_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4010,uniform,energy_focused,100,20,4010,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,20,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_energy_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4010,uniform,energy_focused,100,20,4010,200.0,6400,0.5,5000,0.95,0.75,0.15,0.1,0.2,0.4,30,50,0.7,1.5,1.5,0.5,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_distance_focused_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4010,uniform,distance_focused,100,20,4010,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,20,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_distance_focused_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4010,uniform,distance_focused,100,20,4010,200.0,6400,0.5,5000,0.95,0.35,0.45,0.2,0.2,0.4,30,50,0.7,1.5,1.5,0.8,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_balanced_low_omega_r200p0_pkt6400_e0p5_p20_c1p5_1p5,uniform_s100_n20_seed4010,uniform,balanced_low_omega,100,20,4010,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,20,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
uniform_s100_n20_seed4010_de_balanced_low_omega_r200p0_pkt6400_e0p5_p30_c1p5_1p5,uniform_s100_n20_seed4010,uniform,balanced_low_omega,100,20,4010,200.0,6400,0.5,5000,0.95,0.34,0.33,0.33,0.2,0.4,30,50,0.5,1.5,1.5,0.4,0.01,10.0,4.0
